app_id,sector,review,score
com.netflix.mediaclient,Entertainment,George and young Sheldon,5
com.udemy.android,Education,"This app is exceptional👌 I've learnt a lot from courses on Udemy, it's an excellent platform for learning and skill development ✨",5
com.instagram.android,Social Media,I can't login my id after uninstalling this app it shows create new password when I create new password it said it is not a correct password 🤬🤬🤬,1
com.amazon.mShop.android.shopping,Shopping,"just ok, I feel like Amazon is a little easier for me to navigate on my mobile phone through their website on the browser rather than the app.",3
com.amazon.mShop.android.shopping,Shopping,"This is the first time I've ever really had an issue with the app before. Twice now, I have tried ordering a phone case for my new phone. I'm searching for MY specific model. Somehow I keep ending up with a previous gen model. At this point I'm frustrated and confused by how this keeps happening. The first time, I thought it was genuinely my bad. But the second time I double checked. Yet I'm getting the wrong item. Not sure what to do.",2
com.axis.mobile,Banking,Simple Super . This App Very Useful Thank You Axisbank,5
com.fitbit.FitbitMobile,Fitness,keeps me focused and on track ..,5
com.makemytrip,Travel,"The worst App. Do not use it.. I have booked with them and paid directly, and later on I canceled the flight a week prior due to personal reason. I sent them email and asked them to charge cancellation fees but they did not respond on time and time to my flight was closed so they just regretted and asked me to contact directly the airline. This is not acceptable at all. USELESS",1
com.udemy.android,Education,we could perfectly build a career with this app✨,5
com.google.android.dialer,Utilities,Very impressive experience.,4
com.instagram.android,Social Media,extraaaaaahh wooowww 🧘🏻‍♀️,5
com.ubercab,Transport,superb and fast service on city ride,5
com.whatsapp,Social Media,it is easy to understand,5
com.byjus.thelearningapp,Education,best learning app indeed,5
com.facebook.katana,Social Media,I am not receiving any notifications after updating the app please fix,4
com.mxtech.videoplayer.ad,Entertainment,according to me so satisfying app to watch any type of cdrama or kdrama🌺🌺,5
com.freecharge.android,Finance & Wallets,"It is good app for all payments, but now it is not working. After uninstallation further of the free charge same security warning showing security warning again.",5
com.google.android.dialer,Utilities,bahut badiya app hai ise me 10% reting,5
com.freecharge.android,Finance & Wallets,very bad services and no customer care no email rply . I am using a freecharge for wallet services my money is added in wallet but not credited in my account 3500₹ it's showing pending last 26 hr no one can rply in mail or call very poor and bad services 2 day complete hogaye hai ab intrest k saath paise transfer karoooo,1
com.axis.mobile,Banking,"Worst app. 👎👎. Banking app should be efficient. Revising my review after 4 years, this bank app is still worst 👎🏻👎🏻",1
com.freecharge.android,Finance & Wallets,"SMS, PHONE permission SHOULDN'T be REQUIRED UNLESS I USE UPI. Also Installed App permission, NOT req. Customer need not to share LOCATION to these FRAUDS. To users: DON'T use THIS app if it forces for LOCATION ACCESS or say mandatory for offers. Give 1 rating and UNINSTALL. Older: Remove MANDATORY LOCATION ACCESS. Coupon CODES AREN'T WORKING. FOOLING people by sending SPAM email, text messages. Older review: Now login OTP is not coming in email. Kya bakwaas app hai???? We can use some other app.",1
com.amazon.mShop.android.shopping,Shopping,my app stays screwed up most of the time.I think someone has hacked it.I want to delete the old one and reinstall.,1
com.google.android.apps.translate,Utilities,"Pésima traducción, además estoy harta de las publicidades !!",1
com.ubercab,Transport,uber becoming a waste app now,2
com.ubercab,Transport,nice experience than rapido,5
com.netflix.mediaclient,Entertainment,I am disappointed you should be allowed to use Google play app to purchase the Netflix App.,1
com.ubercab,Transport,nice and prompt driver,5
com.mxtech.videoplayer.ad,Entertainment,"while playing video in enhance mode...sometimes it looses the sound nd video get stucked ,plz ..fix this problem other than i like this enhance mode",3
com.ubercab,Transport,The worst app if we have some emergency the driver never accepts the ride . I'm booking a ride from the last 2 hours and it rained today so no auto available either. drivers here only care about money they never see someone's emergency . I even increased the price but still no response This is very very bad !!!!!,1
com.ubercab,Transport,Uber needs to do something about all the text message scams seemingly coming from drivers. otherwise I'm happy with everything,4
org.khanacademy.android,Education,Boring. Dum. STUPID. Stressful. *DONT DWONLOAD IF U DONT WANNA RUIN YOUR CHILDHOOD* but my honest review is I don't really think it tought me anything the only way I learned was by asking my mom how to do this and she has to work too. I don't think it's very helpful and it's also stressful if your forced to do it. Please delete your app for the sake eof everyone. But if I'm being completely honest KHAN academy is 10000000 times better than ixl and idont mean any hate I was just not feeling it,1
com.ixigo.train.ixitrain,Travel,excellent app it's tells true,5
com.ubercab,Transport,great to be able to arrange transportation on the go in most cities around the world!,5
org.khanacademy.android,Education,Please help this phone to connect khan academy. This phone usually connected before.,5
com.makemytrip,Travel,bus service verey poor,1
com.byjus.thelearningapp,Education,it's ok but I think all kids need a helping app and it's a best one🤩,5
com.netflix.mediaclient,Entertainment,This apps Is Amazing .... But i am very disappointed with this app ...When we need to pay Again.... i need to pay double payment .......and still Showing Payment pending while watching movies... this isn't Fair to me🙂..,1
com.instagram.android,Social Media,It's a great app.. but give an edit option while commenting on any post.,5
com.fitbit.FitbitMobile,Fitness,"Used to be 5 star on my Fitbit Charge 3. As promised, my 5th Fitbit was my last. I will never ever go back to Fitbit. Since Google took over the app is terrible in comparison to what it used to be. Progressive updates only make it worse. The hardware is worse, you'll be lucky if a Fitbit lasts a year. Gone to Samsung Galaxy for half the price and never looking back.",1
